Sensor,Recording date UTC,Recording start time,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
Eye Tracker,16.03.2021,15:30:14.433,0,1023.0,250.0,846.0,281.0,1201.0,220.0,"0,00210","0,09800","-0,99518","0,05509","0,07739","-0,99548",0,0,Valid,Valid,"230,7","19,0","587,9","296,7","14,6","585,3","231,9","76,9","329,1","60,1","0,5382","0,2318","0,4315","0,2602","0,6449","0,2034",1080.0,Unclassified,58.0,99.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1023.0,245.0,855.0,268.0,1192.0,222.0,"0,00650","0,09202","-0,99574","0,05096","0,07878","-0,99559",0,0,Valid,Valid,"230,6","19,1","587,8","296,6","14,6","585,4","234,4","73,4","326,6","60,9","0,5382","0,2271","0,4369","0,2483","0,6394","0,2060",1080.0,Unclassified,58.0,99.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1018.0,252.0,852.0,270.0,1185.0,233.0,"0,00502","0,09289","-0,99566","0,04780","0,08405","-0,99531","3,70","3,64",Valid,Valid,"230,5","19,0","587,7","296,6","14,4","585,5","233,5","73,9","324,7","63,9","0,5351","0,2330","0,4349","0,2499","0,6353","0,2162",1080.0,Unclassified,58.0,99.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1011.0,238.0,844.0,260.0,1177.0,215.0,"0,00165","0,08817","-0,99610","0,04417","0,07582","-0,99614",0,0,Valid,Valid,"230,5","19,1","587,5","296,5","14,4","585,5","231,4","71,1","322,5","58,9","0,5304","0,2200","0,4304","0,2405","0,6304","0,1994",1080.0,Unclassified,58.0,99.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1013.0,240.0,842.0,273.0,1185.0,208.0,"0,00078","0,09424","-0,99555","0,04818","0,07249","-0,99621",0,0,Valid,Valid,"230,3","19,1","587,5","296,4","14,3","585,7","230,8","74,7","324,7","56,9","0,5322","0,2227","0,4290","0,2527","0,6354","0,1926",1080.0,Unclassified,58.0,99.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1019.0,240.0,845.0,279.0,1193.0,200.0,"0,00209","0,09712","-0,99527","0,05207","0,06902","-0,99626","3,69","3,60",Valid,Valid,"230,3","19,0","587,4","296,4","14,2","585,8","231,5","76,4","327,0","54,8","0,5354","0,2219","0,4306","0,2584","0,6403","0,1854",1080.0,Saccade,17.0,152.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,1021.0,260.0,850.0,305.0,1192.0,215.0,"0,00479","0,10890","-0,99404","0,05185","0,07560","-0,99579",0,0,Valid,Valid,"230,1","19,2","587,4","296,2","14,2","585,9","233,0","83,5","326,7","58,7","0,5368","0,2406","0,4338","0,2826","0,6397","0,1986",1080.0,Saccade,17.0,152.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,Invalid,Invalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,EyesNotFound,8.0,17.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,981.0,242.0,830.0,255.0,1133.0,230.0,"-0,00385","0,08519","-0,99636","0,02537","0,08277","-0,99625","3,68","3,69",Valid,Valid,"229,6","19,5","587,1","295,6","14,1","586,7","227,4","69,7","310,6","62,8","0,5129","0,2242","0,4215","0,2359","0,6042","0,2125",1080.0,Saccade,33.0,153.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,735.0,422.0,566.0,466.0,905.0,378.0,"-0,12375","0,17941","-0,97596","-0,07984","0,15005","-0,98545",0,0,Valid,Valid,"229,6","19,7","587,0","295,5","14,0","587,0","155,2","127,6","248,0","103,4","0,3649","0,3907","0,2630","0,4317","0,4667","0,3498",1080.0,Saccade,33.0,153.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,699.0,422.0,504.0,459.0,893.0,385.0,"-0,15142","0,17538","-0,97279","-0,08497","0,15340","-0,98450",0,0,Valid,Valid,"229,5","19,7","587,0","295,5","13,9","587,2","138,2","125,5","244,9","105,4","0,3428","0,3906","0,2256","0,4247","0,4599","0,3566",1080.0,Saccade,33.0,153.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,681.0,436.0,504.0,459.0,859.0,414.0,"-0,15156","0,17523","-0,97279","-0,10051","0,16588","-0,98101","3,73","3,68",Valid,Valid,"229,5","19,8","586,9","295,6","13,9","587,3","138,1","125,5","235,4","113,2","0,3324","0,4038","0,2255","0,4246","0,4392","0,3829",1080.0,Saccade,33.0,153.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,687.0,453.0,516.0,491.0,859.0,414.0,"-0,14597","0,18954","-0,97096","-0,10074","0,16617","-0,98094",0,0,Valid,Valid,"229,6","19,8","586,9","295,6","13,9","587,3","141,3","134,4","235,3","113,4","0,3358","0,4192","0,2326","0,4547","0,4389","0,3836",1080.0,Unclassified,17.0,100.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,694.0,448.0,526.0,483.0,862.0,413.0,"-0,14114","0,18637","-0,97229","-0,09903","0,16574","-0,98119",0,0,Valid,Valid,"229,5","19,8","587,0","295,6","13,8","587,5","144,3","132,3","236,3","113,0","0,3400","0,4150","0,2390","0,4476","0,4411","0,3825",1080.0,Unclassified,17.0,100.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,702.0,442.0,535.0,477.0,869.0,407.0,"-0,13705","0,18369","-0,97338","-0,09572","0,16344","-0,98190","3,68","3,67",Valid,Valid,"229,4","19,6","587,4","295,6","13,5","588,0","146,7","130,5","238,2","111,4","0,3448","0,4092","0,2443","0,4415","0,4454","0,3770",1080.0,Saccade,8.0,154.0,0.0,0.0,0,0
Eye Tracker,16.03.2021,15:30:14.433,0,545.0,470.0,545.0,470.0,0.0,0.0,"-0,13274","0,18058","-0,97456",0,0,0,0,0,Valid,Invalid,"229,3","19,7","587,3",0,0,0,"149,3","128,5",0,0,"0,2502","0,4348","0,2502","0,4348",0,0,1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,712.0,440.0,548.0,480.0,875.0,400.0,"-0,13093","0,18528","-0,97392","-0,09276","0,16039","-0,98269",0,0,Valid,Valid,"229,2","19,7","587,3","295,4","13,6","588,1","150,2","131,4","239,8","109,6","0,3505","0,4077","0,2521","0,4446","0,4489","0,3707",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,439.0,549.0,486.0,879.0,393.0,"-0,13024","0,18759","-0,97357","-0,09083","0,15740","-0,98335","3,72","3,65",Valid,Valid,"229,1","19,7","587,4","295,3","13,5","588,2","150,5","132,9","240,9","107,7","0,3520","0,4069","0,2527","0,4495","0,4513","0,3643",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,723.0,429.0,553.0,487.0,892.0,372.0,"-0,12828","0,18817","-0,97372","-0,08486","0,14770","-0,98539",0,0,Valid,Valid,"229,0","19,7","587,3","295,1","13,5","588,2","151,6","133,2","244,5","101,7","0,3571","0,3975","0,2551","0,4508","0,4591","0,3441",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,720.0,433.0,554.0,469.0,886.0,398.0,"-0,12780","0,18020","-0,97529","-0,08707","0,15945","-0,98336",0,0,Valid,Valid,"228,8","19,7","587,3","295,0","13,5","588,3","151,8","128,2","242,9","108,9","0,3556","0,4011","0,2556","0,4338","0,4556","0,3685",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,719.0,434.0,553.0,470.0,884.0,399.0,"-0,12807","0,18068","-0,97517","-0,08785","0,16008","-0,98319","3,72","3,65",Valid,Valid,"228,7","19,7","587,3","294,9","13,4","588,5","151,6","128,5","242,3","109,2","0,3547","0,4021","0,2550","0,4348","0,4544","0,3694",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,432.0,549.0,466.0,879.0,398.0,"-0,12994","0,17901","-0,97523","-0,08992","0,15982","-0,98304",0,0,Valid,Valid,"228,6","19,8","587,2","294,9","13,3","588,7","150,4","127,5","241,0","109,0","0,3520","0,4001","0,2525","0,4315","0,4515","0,3687",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,713.0,424.0,544.0,482.0,881.0,366.0,"-0,13175","0,18600","-0,97368","-0,08923","0,14562","-0,98531",0,0,Valid,Valid,"228,5","19,7","587,1","294,8","13,1","589,0","149,1","131,9","241,5","100,1","0,3511","0,3925","0,2496","0,4463","0,4525","0,3388",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,712.0,421.0,543.0,476.0,881.0,366.0,"-0,13212","0,18359","-0,97408","-0,08929","0,14585","-0,98527","3,65","3,66",Valid,Valid,"228,5","19,8","587,0","294,8","12,9","589,3","148,9","130,4","241,4","100,1","0,3508","0,3900","0,2492","0,4412","0,4523","0,3388",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,715.0,433.0,544.0,475.0,886.0,392.0,"-0,13186","0,18267","-0,97429","-0,08675","0,15786","-0,98364",0,0,Valid,Valid,"228,6","19,8","586,9","294,9","12,7","589,6","149,2","129,9","242,9","107,3","0,3526","0,4013","0,2498","0,4394","0,4555","0,3632",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,422.0,542.0,443.0,887.0,401.0,"-0,13299","0,16868","-0,97666","-0,08650","0,16216","-0,98297",0,0,Valid,Valid,"228,6","19,9","586,8","294,9","12,5","590,0","148,7","121,2","243,0","109,8","0,3522","0,3908","0,2487","0,4101","0,4558","0,3716",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,713.0,420.0,541.0,440.0,885.0,400.0,"-0,13367","0,16741","-0,97678","-0,08733","0,16183","-0,98295","3,68","3,68",Valid,Valid,"228,6","19,9","586,6","294,9","12,2","590,4","148,3","120,4","242,5","109,4","0,3513","0,3889","0,2479","0,4075","0,4547","0,3703",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,709.0,418.0,537.0,438.0,881.0,399.0,"-0,13568","0,16624","-0,97671","-0,08904","0,16160","-0,98283",0,0,Valid,Valid,"228,7","20,0","586,5","295,0","12,1","590,7","147,2","119,8","241,5","109,2","0,3490","0,3874","0,2454","0,4053","0,4525","0,3695",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,715.0,430.0,542.0,473.0,888.0,386.0,"-0,13288","0,18199","-0,97428","-0,08602","0,15618","-0,98398",0,0,Valid,Valid,"228,6","20,0","586,4","295,0","11,9","591,1","148,6","129,5","243,3","105,7","0,3526","0,3979","0,2486","0,4382","0,4566","0,3576",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,712.0,432.0,538.0,472.0,887.0,391.0,"-0,13494","0,18148","-0,97409","-0,08644","0,15847","-0,98357","3,66","3,73",Valid,Valid,"228,6","20,0","586,3","295,0","11,7","591,4","147,3","129,2","243,0","107,0","0,3509","0,3996","0,2458","0,4373","0,4559","0,3619",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,434.0,538.0,477.0,890.0,392.0,"-0,13456","0,18354","-0,97376","-0,08488","0,15910","-0,98361",0,0,Valid,Valid,"228,6","20,1","586,2","295,0","11,5","591,7","147,6","130,6","243,9","107,2","0,3521","0,4023","0,2463","0,4417","0,4579","0,3628",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,432.0,536.0,469.0,891.0,396.0,"-0,13566","0,17996","-0,97427","-0,08406","0,16094","-0,98338",0,0,Valid,Valid,"228,4","20,1","586,1","294,9","11,4","591,9","146,8","128,3","244,3","108,2","0,3517","0,4002","0,2446","0,4342","0,4587","0,3662",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,719.0,427.0,542.0,468.0,897.0,386.0,"-0,13257","0,17968","-0,97475","-0,08163","0,15703","-0,98422","3,69","3,73",Valid,Valid,"228,3","20,0","586,1","294,8","11,2","592,1","148,6","128,1","245,7","105,7","0,3552","0,3955","0,2486","0,4333","0,4619","0,3576",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,718.0,431.0,550.0,474.0,886.0,387.0,"-0,12907","0,18249","-0,97470","-0,08612","0,15731","-0,98379",0,0,Valid,Valid,"228,2","20,1","586,0","294,7","11,2","592,2","150,6","129,8","242,9","105,9","0,3543","0,3986","0,2530","0,4391","0,4556","0,3582",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,709.0,419.0,539.0,460.0,879.0,378.0,"-0,13382","0,17612","-0,97523","-0,08925","0,15370","-0,98408",0,0,Valid,Valid,"228,1","20,0","586,0","294,6","11,1","592,3","147,7","125,8","240,8","103,6","0,3488","0,3881","0,2465","0,4258","0,4511","0,3504",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,715.0,425.0,548.0,472.0,881.0,378.0,"-0,12947","0,18156","-0,97482","-0,08791","0,15384","-0,98418","3,78","3,79",Valid,Valid,"227,9","20,0","586,0","294,5","11,0","592,4","150,1","129,1","241,5","103,6","0,3523","0,3936","0,2519","0,4368","0,4526","0,3504",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,717.0,429.0,543.0,472.0,891.0,386.0,"-0,13149","0,18178","-0,97451","-0,08352","0,15724","-0,98402",0,0,Valid,Valid,"227,9","20,0","586,0","294,4","11,0","592,4","148,8","129,3","244,1","105,6","0,3536","0,3974","0,2490","0,4374","0,4582","0,3574",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,713.0,431.0,538.0,472.0,888.0,390.0,"-0,13343","0,18171","-0,97426","-0,08466","0,15930","-0,98359",0,0,Valid,Valid,"227,8","19,9","586,0","294,2","10,9","592,5","147,5","129,2","243,2","106,9","0,3512","0,3994","0,2461","0,4373","0,4564","0,3616",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,710.0,428.0,534.0,466.0,887.0,390.0,"-0,13539","0,17883","-0,97452","-0,08468","0,15919","-0,98361","3,80","3,77",Valid,Valid,"227,7","19,9","586,1","294,2","10,9","592,5","146,2","127,5","243,2","106,8","0,3498","0,3963","0,2434","0,4313","0,4562","0,3613",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,710.0,426.0,540.0,472.0,880.0,379.0,"-0,13247","0,18153","-0,97442","-0,08808","0,15425","-0,98410",0,0,Valid,Valid,"227,7","20,0","586,1","294,1","10,9","592,5","148,0","129,2","241,1","103,8","0,3494","0,3941","0,2472","0,4370","0,4517","0,3512",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,717.0,422.0,546.0,479.0,887.0,365.0,"-0,12928","0,18463","-0,97427","-0,08457","0,14815","-0,98534",0,0,Valid,Valid,"227,5","20,0","586,2","294,0","10,9","592,6","149,8","131,0","243,2","100,0","0,3537","0,3909","0,2511","0,4434","0,4562","0,3383",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,717.0,427.0,547.0,480.0,887.0,374.0,"-0,12875","0,18503","-0,97426","-0,08453","0,15202","-0,98476","3,80","3,83",Valid,Valid,"227,5","19,9","586,3","294,0","10,9","592,6","150,0","131,3","243,1","102,4","0,3539","0,3953","0,2516","0,4442","0,4561","0,3464",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,424.0,541.0,473.0,887.0,375.0,"-0,13155","0,18179","-0,97450","-0,08438","0,15249","-0,98470",0,0,Valid,Valid,"227,4","20,0","586,3","293,9","10,9","592,6","148,3","129,4","243,2","102,7","0,3520","0,3926","0,2479","0,4377","0,4562","0,3475",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,713.0,432.0,539.0,482.0,887.0,382.0,"-0,13207","0,18611","-0,97361","-0,08417","0,15536","-0,98427",0,0,Valid,Valid,"227,3","19,9","586,4","293,8","10,9","592,6","147,8","132,0","243,1","104,5","0,3514","0,4001","0,2467","0,4467","0,4561","0,3535",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,714.0,429.0,540.0,487.0,888.0,371.0,"-0,13136","0,18808","-0,97333","-0,08371","0,15052","-0,98506","3,85","3,84",Valid,Valid,"227,2","19,9","586,5","293,7","10,9","592,7","148,0","133,2","243,4","101,5","0,3520","0,3971","0,2473","0,4508","0,4566","0,3433",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,718.0,431.0,540.0,484.0,896.0,379.0,"-0,13152","0,18671","-0,97357","-0,08006","0,15412","-0,98480",0,0,Valid,Valid,"227,1","19,9","586,5","293,6","10,9","592,6","147,9","132,4","245,5","103,7","0,3541","0,3994","0,2470","0,4480","0,4613","0,3508",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,717.0,416.0,539.0,469.0,896.0,362.0,"-0,13164","0,18047","-0,97473","-0,07981","0,14648","-0,98599",0,0,Valid,Valid,"226,9","19,9","586,6","293,5","11,0","592,6","147,7","128,5","245,5","99,0","0,3540","0,3848","0,2466","0,4347","0,4613","0,3350",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,713.0,422.0,539.0,467.0,887.0,376.0,"-0,13161","0,17959","-0,97490","-0,08360","0,15274","-0,98472","3,86","3,80",Valid,Valid,"226,8","19,8","586,7","293,4","11,0","592,6","147,6","127,9","243,1","102,9","0,3512","0,3904","0,2464","0,4327","0,4560","0,3481",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,707.0,415.0,534.0,467.0,880.0,363.0,"-0,13338","0,17929","-0,97471","-0,08673","0,14681","-0,98536",0,0,Valid,Valid,"226,8","19,8","586,8","293,3","11,0","592,5","146,5","127,7","241,1","99,3","0,3478","0,3840","0,2439","0,4321","0,4518","0,3359",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,692.0,407.0,505.0,449.0,879.0,365.0,"-0,14649","0,17117","-0,97429","-0,08675","0,14786","-0,98520",0,0,Valid,Valid,"226,6","19,7","586,8","293,1","11,0","592,5","138,4","122,8","241,0","99,9","0,3387","0,3768","0,2261","0,4155","0,4514","0,3381",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,691.0,409.0,505.0,449.0,878.0,369.0,"-0,14634","0,17128","-0,97429","-0,08724","0,14975","-0,98487","3,88","3,86",Valid,Valid,"226,5","19,6","586,9","293,1","11,0","592,4","138,3","122,8","240,6","101,1","0,3383","0,3788","0,2260","0,4155","0,4506","0,3420",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,706.0,423.0,531.0,478.0,881.0,367.0,"-0,13421","0,18457","-0,97361","-0,08564","0,14882","-0,98515",0,0,Valid,Valid,"226,5","19,6","587,0","293,0","11,1","592,2","145,5","130,9","241,5","100,5","0,3472","0,3915","0,2418","0,4428","0,4526","0,3402",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,708.0,417.0,533.0,472.0,884.0,361.0,"-0,13325","0,18216","-0,97420","-0,08428","0,14615","-0,98567",0,0,Valid,Valid,"226,3","19,5","587,0","292,9","11,1","592,1","146,0","129,3","242,2","98,9","0,3485","0,3860","0,2429","0,4374","0,4542","0,3346",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,708.0,416.0,531.0,467.0,885.0,365.0,"-0,13413","0,17967","-0,97454","-0,08347","0,14778","-0,98549","3,89","3,87",Valid,Valid,"226,3","19,4","587,1","292,8","11,1","591,9","145,5","127,7","242,7","99,9","0,3484","0,3849","0,2416","0,4320","0,4551","0,3379",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,706.0,418.0,525.0,467.0,888.0,370.0,"-0,13686","0,17972","-0,97415","-0,08208","0,14982","-0,98530",0,0,Valid,Valid,"226,2","19,4","587,1","292,8","11,2","591,7","143,8","127,7","243,5","101,1","0,3474","0,3871","0,2379","0,4321","0,4569","0,3422",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,703.0,420.0,519.0,468.0,888.0,372.0,"-0,13930","0,18031","-0,97370","-0,08195","0,15096","-0,98514",0,0,Valid,Valid,"226,1","19,3","587,1","292,6","11,2","591,5","142,1","128,0","243,4","101,8","0,3455","0,3888","0,2343","0,4332","0,4568","0,3445",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,699.0,412.0,510.0,458.0,888.0,366.0,"-0,14294","0,17622","-0,97392","-0,08179","0,14824","-0,98556","3,84","3,84",Valid,Valid,"226,0","19,3","587,1","292,6","11,2","591,4","139,8","125,5","243,5","100,1","0,3431","0,3816","0,2293","0,4245","0,4569","0,3387",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,703.0,419.0,518.0,461.0,887.0,378.0,"-0,13929","0,17726","-0,97426","-0,08203","0,15359","-0,98472",0,0,Valid,Valid,"226,0","19,3","587,0","292,5","11,2","591,2","142,0","126,1","243,2","103,4","0,3452","0,3882","0,2342","0,4265","0,4563","0,3499",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,706.0,418.0,522.0,458.0,889.0,377.0,"-0,13735","0,17636","-0,97470","-0,08109","0,15336","-0,98484",0,0,Valid,Valid,"225,8","19,2","586,9","292,3","11,2","591,0","143,1","125,4","243,7","103,2","0,3469","0,3868","0,2365","0,4243","0,4573","0,3493",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,707.0,420.0,525.0,465.0,888.0,375.0,"-0,13577","0,17928","-0,97438","-0,08119","0,15247","-0,98497","3,91","3,81",Valid,Valid,"225,7","19,2","586,9","292,2","11,2","590,9","143,9","127,2","243,5","102,7","0,3476","0,3888","0,2383","0,4303","0,4569","0,3473",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,705.0,418.0,524.0,464.0,886.0,372.0,"-0,13629","0,17899","-0,97437","-0,08213","0,15117","-0,98509",0,0,Valid,Valid,"225,6","19,2","586,8","292,1","11,2","590,8","143,5","127,0","242,8","101,9","0,3465","0,3873","0,2374","0,4298","0,4555","0,3447",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,700.0,421.0,519.0,461.0,882.0,380.0,"-0,13823","0,17767","-0,97433","-0,08382","0,15450","-0,98443",0,0,Valid,Valid,"225,5","19,3","586,7","291,9","11,2","590,8","142,2","126,3","241,6","104,0","0,3437","0,3894","0,2345","0,4272","0,4529","0,3517",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,704.0,426.0,526.0,468.0,882.0,384.0,"-0,13488","0,18072","-0,97424","-0,08358","0,15616","-0,98419","3,91","3,81",Valid,Valid,"225,3","19,3","586,7","291,8","11,2","590,8","144,1","128,1","241,7","105,0","0,3458","0,3943","0,2387","0,4334","0,4529","0,3551",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,705.0,425.0,530.0,467.0,880.0,382.0,"-0,13288","0,18017","-0,97462","-0,08424","0,15561","-0,98422",0,0,Valid,Valid,"225,3","19,4","586,6","291,8","11,3","590,7","145,3","127,8","241,2","104,7","0,3466","0,3933","0,2413","0,4325","0,4519","0,3541",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,699.0,416.0,512.0,455.0,886.0,376.0,"-0,14091","0,17459","-0,97451","-0,08158","0,15288","-0,98487",0,0,Valid,Valid,"225,2","19,4","586,6","291,7","11,2","590,8","140,4","124,5","242,7","103,0","0,3428","0,3848","0,2305","0,4213","0,4552","0,3484",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
Eye Tracker,16.03.2021,15:30:14.433,0,709.0,431.0,532.0,472.0,886.0,389.0,"-0,13166","0,18243","-0,97436","-0,08115","0,15873","-0,98398","3,90","3,89",Valid,Valid,"225,1","19,5","586,5","291,6","11,2","590,9","145,9","129,3","242,9","106,5","0,3490","0,3990","0,2425","0,4374","0,4555","0,3605",1080.0,Fixation,725.0,54.0,709.0,423.0,"0,3487","0,3913"
